step,loss_total,loss_per_pos,grad_norm_total,grad_norm_per_pos,grad_ratio_per_pos,handle_ratio,dd_per_pos,cos_per_pos
765500,0.010670452378690243,"[3.577265306375921e-05, 0.0003084843046963215, 0.07957421243190765, 0.005144768860191107, 0.0002879046369343996, 3.2987188660627e-06, 9.183646398014389e-06, 0.0]",2.4031310081481934,"[0.014191797003149986, 0.29271912574768066, 18.36741828918457, 7.537686347961426, 0.3260652422904968, 0.0014048884622752666, 0.004898020997643471, 3.208850503019778e-12]","[0.005905544456390629, 0.12180739408512081, 7.643119841118504, 3.1366106643390292, 0.1356835067189102, 0.0005846075214009438, 0.002038183095734673, 1.3352790555902554e-12]","[396.611083984375, 948.8638916015625, 230.8212127685547, 1465.1138916015625, 1132.506591796875, 424.6019287109375, 532.7615356445312, 0.0003208850394003093]","[0.004388032481074333, 0.1152048259973526, 40.43428039550781, 5.5785417556762695, 0.06800004094839096, 3.772296622628346e-05, -0.00014143108273856342, -8.70355830050358e-14]","[0.12866339177100658, 0.163772932547286, 0.9160604950359212, 0.307967706588019, 0.08678151354775784, 0.01117343074902578, -0.012015636356629139, -0.011286776135989515]"
766000,0.0037057374138385057,"[2.1152029148652218e-05, 0.0016594203189015388, 0.008008783683180809, 0.017907829955220222, 0.0020128136966377497, 3.0176201107678935e-05, 5.7237662076659035e-06, 0.0]",2.9468882083892822,"[0.00682284077629447, 1.8073043823242188, 5.459821701049805, 22.650634765625, 2.3767106533050537, 0.013447230681777, 0.0020993920043110847, 1.857244392999835e-11]","[0.002315269631495019, 0.6132924816011462, 1.8527413715615795, 7.686289117158415, 0.806515376639999, 0.004563196745466983, 0.0007124097881740061, 6.302391749074772e-12]","[322.4095458984375, 1089.111328125, 681.7283325195312, 1264.8446044921875, 1180.7843017578125, 445.47607421875, 366.1453857421875, 0.0018572444096207619]","[0.0038846400566399097, 1.5589573383331299, 5.352590084075928, 64.31721496582031, -1.7615201473236084, 0.002375490963459015, -0.0003028594655916095, 1.344316693553671e-12]","[0.1932065683277855, 0.292711151373102, 0.3326763009071049, 0.9635698272727014, -0.2515055892684549, 0.05994553859753691, -0.04895352300736612, 0.0245622911391542]"
766500,0.032383259385824203,"[0.0036814429331570864, 0.05576840788125992, 0.12967532873153687, 0.0694996565580368, 0.00043120968621224165, 9.692762432678137e-06, 3.315505239243066e-07, 1.8626450382086546e-09]",8.322992324829102,"[4.356048107147217, 41.9950065612793, 35.33736038208008, 38.452781677246094, 0.3461092412471771, 0.0042978436686098576, 7.431156700477004e-05, 8.76591514042957e-07]","[0.5233752401948372, 5.045662055460515, 4.245751888616054, 4.620066939450849, 0.04158471229327775, 0.0005163820295482619, 8.928467563653064e-06, 1.0532167756876506e-07]","[1183.2415771484375, 753.0248413085938, 272.50640869140625, 553.2800903320312, 802.6285400390625, 442.95050048828125, 217.57122802734375, 73.89511108398438]","[8.461159706115723, 220.83738708496094, 193.9894256591797, 130.3721466064453, 0.5172933340072632, 0.00029266581987030804, -3.352946077939123e-05, -2.4072835458355257e-07]","[0.2333768270893246, 0.6318230306874806, 0.6595754121112639, 0.4073592290311039, 0.17957430430050567, 0.00818166882364782, -0.054211404077516484, -0.0329951791801252]"
767000,0.03012711927294731,"[0.0002300277992617339, 0.15494665503501892, 0.07835065573453903, 0.004171046894043684, 0.0032733562402427197, 4.462563811102882e-05, 5.885946166017675e-07, 0.0]",8.220515251159668,"[0.13891509175300598, 66.7297592163086, 15.46684741973877, 4.313959121704102, 4.7300262451171875, 0.02625063993036747, 0.00030869952752254903, 1.3407727619124676e-12]","[0.016898586950910312, 8.11746674965356, 1.881493671282571, 0.5247796506545659, 0.5753929164537372, 0.0031933083424015656, 3.7552333167802444e-05, 1.6310081800813213e-13]","[603.8794555664062, 430.6627502441406, 197.4054412841797, 1034.260498046875, 1445.003662109375, 588.1094360351562, 515.7071533203125, 0.00013407727237790823]","[-0.09342503547668457, 527.6951904296875, 18.79227066040039, -0.7253592014312744, -5.055953502655029, 0.002290103118866682, -4.814950079889968e-05, -2.284977220455564e-13]","[-0.08181158410632185, 0.9619766680939775, 0.14780135589923246, -0.020453990961515445, -0.130029077490766, 0.010612460916390266, -0.018973907746426866, -0.020731353489461313]"
767500,0.002070485381409526,"[8.024784619919956e-05, 0.0053331246599555016, 0.01014661230146885, 0.0006618646439164877, 0.00031064124777913094, 2.779189162538387e-05, 3.6003168588649714e-06, 0.0]",2.247642755508423,"[0.041344054043293, 9.816095352172852, 10.886017799377441, 0.7073892951011658, 0.5671342015266418, 0.0206137802451849, 0.0034880388993769884, 5.730408552187538e-13]","[0.01839440629164436, 4.3672844931055, 4.843304289660122, 0.31472496835519237, 0.25232399594496707, 0.00917128853981157, 0.0015518653446276807, 2.549519285546472e-13]","[515.140380859375, 1840.58642578125, 1072.87109375, 1068.7662353515625, 1825.6297607421875, 741.452392578125, 966.1309814453125, 5.730408520321362e-05]","[0.023784823715686798, 17.967321395874023, 21.117639541625977, 0.8681669235229492, 0.44179046154022217, -0.0034269557800143957, -9.430482896277681e-05, 2.0009898076055015e-14]","[0.2559526276538246, 0.8143615929611971, 0.8630760150653775, 0.5460312107335195, 0.3465797719491479, -0.07396454224164159, -0.01202888373650484, 0.0]"
768000,0.016519896686077118,"[5.387971759773791e-05, 0.05258968845009804, 0.02108408696949482, 0.018823718652129173, 0.039552491158246994, 5.414679617388174e-05, 1.1585609627218219e-06, 0.0]",5.834085941314697,"[0.024467868730425835, 35.63324737548828, 16.11211585998535, 19.552587509155273, 28.680580139160156, 0.054633498191833496, 0.0010372266406193376, 1.935772608874231e-08]","[0.004193950685085736, 6.107768677719961, 2.761720691477254, 3.351439746660493, 4.9160366212735385, 0.009364534348892702, 0.0001777873433906942, 3.3180392410160646e-09]","[454.03594970703125, 677.5708618164062, 764.1834106445312, 1038.72021484375, 725.1268310546875, 1008.8021850585938, 887.6101684570312, 1.9357726573944092]","[0.0005801937077194452, 130.4707489013672, 26.64025115966797, 20.62356948852539, 94.50575256347656, 0.05112551525235176, 0.0003752569609787315, 5.929989832509364e-09]","[0.004064471197173068, 0.6276028831313832, 0.28340852932212074, 0.18079514905176003, 0.5648036447544685, 0.16040055483673013, 0.0620129329121545, 0.052508158320119534]"
768500,0.0357472188770771,"[2.068573303404264e-05, 0.052007291465997696, 0.19480681419372559, 0.034050118178129196, 0.005072033032774925, 1.8704038666328415e-05, 2.0823979411943583e-06, 0.0]",5.393984794616699,"[0.003969716839492321, 23.13971710205078, 34.4073600769043, 12.228842735290527, 5.887835502624512, 0.01721177063882351, 0.0010902095818892121, 4.614363405264221e-11]","[0.0007359525454083917, 4.289911444530705, 6.378838907970876, 2.26712591913406, 1.0915558213105616, 0.003190919384126034, 0.00020211580555014956, 8.554646668395218e-12]","[191.81329345703125, 444.9320983886719, 176.6229705810547, 359.142333984375, 1160.841064453125, 919.7250366210938, 521.0336303710938, 0.004614363424479961]","[3.900131559930742e-07, 54.53983688354492, 153.62802124023438, 21.16552734375, 3.416849374771118, 0.010411432012915611, -4.8484223952982575e-05, 1.4051128966949267e-12]","[1.821419616336947e-05, 0.43696441591236646, 0.8277693973828372, 0.32087362132504466, 0.10758716120356564, 0.11214378229140622, -0.008244811597361547, 0.0056453348578292244]"
769000,0.011394258588552475,"[0.0012533309636637568, 0.009627987630665302, 0.052934929728507996, 0.023089798167347908, 0.004217587411403656, 2.987766856676899e-05, 5.569295353780035e-07, 0.0]",3.300471067428589,"[1.0493091344833374, 6.83155632019043, 21.76076316833496, 8.650535583496094, 5.783102035522461, 0.023709040135145187, 0.00023249525111168623, 6.682083864006927e-08]","[0.31792708163348893, 2.0698731122381644, 6.593229488688978, 2.621000277465169, 1.7522050390304134, 0.00718353218397306, 7.044305081359925e-05, 2.0245848933355345e-08]","[837.2096557617188, 709.5510864257812, 411.0850524902344, 374.6473693847656, 1371.18408203125, 793.2716064453125, 410.0954895019531, 6.682084083557129]","[0.6880611181259155, 10.06483268737793, 64.4953384399414, 8.355904579162598, 3.5531721115112305, -0.01243594940751791, 8.800476280157454e-06, 4.371994766216858e-09]","[0.1986770181908326, 0.44638642282251345, 0.8980040052536232, 0.29266753179642835, 0.18615703784110618, -0.15892383801087312, 0.011468751961256456, 0.019824022474877506]"
769500,0.01859116554260254,"[0.001300606643781066, 0.021136261522769928, 0.09239916503429413, 0.032058387994766235, 0.0018261526711285114, 8.49528623803053e-06, 2.440059745367762e-07, 0.0]",6.041288375854492,"[2.254892110824585, 28.68392562866211, 26.364152908325195, 33.11017990112305, 2.9057469367980957, 0.006711375899612904, 0.00018140951578970999, 9.79235464416972e-13]","[0.3732468921425471, 4.747981530447137, 4.363995106357788, 5.480648802241604, 0.48098133312285407, 0.0011109179833951616, 3.002828279390835e-05, 1.6209050180930437e-13]","[1733.7099609375, 1357.0948486328125, 285.3288879394531, 1032.8082275390625, 1591.17626953125, 789.0828857421875, 714.1939086914062, 9.792354831006378e-05]","[2.459153175354004, 93.42657470703125, 99.61079406738281, 94.47737121582031, 2.005549907684326, -0.0021512883249670267, 2.1572766854660586e-05, 9.300753120141184e-14]","[0.18052204588017737, 0.5391408908648613, 0.6254073968510145, 0.4723203888889512, 0.11424734551411972, -0.053058808038457785, 0.01968412974106094, 0.0]"
770000,0.007314404938369989,"[0.00010910723358392715, 0.0025954190641641617, 0.054850369691848755, 0.00031052003032527864, 0.0006195239839144051, 2.6692099709180184e-05, 3.606020527513465e-06, 0.0]",4.488254070281982,"[0.05984799191355705, 4.614781379699707, 33.9713020324707, 0.37087178230285645, 1.0962116718292236, 0.030023692175745964, 0.003261889098212123, 2.0715915961810882e-12]","[0.013334359190988713, 1.0281907635878944, 7.568934712810587, 0.08263163726815398, 0.2442401108902358, 0.006689392290543764, 0.00072676124103803, 4.615584509570637e-13]","[548.4742431640625, 1778.0418701171875, 619.3449096679688, 1194.3184814453125, 1769.413330078125, 1124.3944091796875, 902.0660400390625, 0.00020715915889013559]","[-0.026207096874713898, 7.740746974945068, 151.05264282226562, 0.8959951996803284, 1.4700877666473389, 0.022120840847492218, 2.3496304493164644e-05, 4.190163298799232e-13]","[-0.09756451671357637, 0.37372685543172224, 0.9906921051925003, 0.5382753080028353, 0.2987936807997723, 0.16415726168811684, 0.0016049183291226238, 0.04506603759266146]"
770500,0.053631220012903214,"[0.1131812259554863, 0.19542093575000763, 0.05846242234110832, 0.05836024135351181, 0.0036113120149821043, 1.2208571206429042e-05, 1.4397983250091784e-06, 0.0]",16.20383071899414,"[18.622087478637695, 91.20951843261719, 36.3913459777832, 24.53554344177246, 4.869088172912598, 0.01439025066792965, 0.0013918090844526887, 1.299198595927642e-11]","[1.1492398187552573, 5.628886157499864, 2.2458483187636147, 1.5141816689686767, 0.3004899432333028, 0.0008880770798883617, 8.589383020529887e-05, 8.017848485696166e-13]","[164.53335571289062, 466.7335510253906, 622.4739990234375, 420.4153137207031, 1348.2840576171875, 1177.7359619140625, 960.0018920898438, 0.0012991986004635692]","[76.93360137939453, 1372.4783935546875, 378.6022033691406, 228.69921875, 43.71110916137695, 0.08694856613874435, 0.0013798768632113934, -1.4690616778612053e-11]","[0.25495879799262633, 0.9286405764550397, 0.6420477389033341, 0.5752429461383525, 0.554021335921503, 0.37288624884273447, 0.06118471880800159, -0.06978254266904053]"
771000,0.01974012516438961,"[2.0223991668899544e-05, 0.014259333722293377, 0.09762515127658844, 0.015203586779534817, 0.03080127388238907, 1.0309158824384212e-05, 1.1306229907859233e-06, 0.0]",14.592273712158203,"[0.004346094559878111, 21.646825790405273, 71.78854370117188, 27.30931854248047, 28.28974151611328, 0.006610619369894266, 0.0008885714923962951, 4.1311672507350627e-13]","[0.00029783532337780705, 1.4834443361879415, 4.919626996946888, 1.87149165929683, 1.9386794734080695, 0.00045302188680755996, 6.08932857157101e-05, 2.8310648033506916e-14]","[214.791748046875, 1518.080078125, 735.3488159179688, 1796.24072265625, 918.4598388671875, 640.6160888671875, 779.02294921875, 4.1311672248411924e-05]","[0.020583271980285645, 186.56515502929688, 955.9699096679688, 273.3399658203125, 287.54620361328125, 0.03413262590765953, -0.0003892702516168356, -1.080199298064688e-13]","[0.32455796691528926, 0.590627064682515, 0.9125698409993801, 0.6859134284251391, 0.6965554450891642, 0.35383808980563336, -0.030021740912192434, 0.0]"
771500,0.00569352088496089,"[5.308148683980107e-05, 0.0011108624748885632, 0.01191992312669754, 0.029445189982652664, 0.002936644246801734, 8.225398050853983e-05, 2.123414617472008e-07, 0.0]",3.2939634323120117,"[0.019381394609808922, 1.1319853067398071, 6.781207084655762, 25.693553924560547, 4.486719131469727, 0.04646352678537369, 4.490241190069355e-05, 1.95939570124537e-10]","[0.00588391310592214, 0.34365448493921924, 2.0586770994892545, 7.800194037529557, 1.3621035034746962, 0.014105659561849246, 1.363172749892273e-05, 5.948443999179684e-11]","[365.0565490722656, 1019.005615234375, 568.8964233398438, 872.5889282226562, 1527.8336181640625, 564.8101196289062, 201.95249938964844, 0.01959395781159401]","[-0.0019443153869360685, 0.4333682656288147, 4.977612018585205, 80.56509399414062, 0.8203707933425903, 0.00705293845385313, -4.167548468103632e-06, 2.5080132415311596e-11]","[-0.03045530236164206, 0.11622446150390457, 0.22284108366001593, 0.9519277003695163, 0.05550888875582075, 0.046082830760459506, -0.028176835486014806, 0.038858756659551075]"
772000,0.005372888874262571,"[4.1150367906084284e-05, 0.002392824273556471, 0.0396370030939579, 0.00041557635995559394, 0.00032669256324879825, 0.0001690678036538884, 7.972088269525557e-07, 0.0]",0.9455247521400452,"[0.010963939130306244, 3.4903717041015625, 5.0992512702941895, 0.24572940170764923, 0.2796116769313812, 0.2335236370563507, 0.0007506245165131986, 3.3147582456649616e-08]","[0.011595613023869664, 3.691465185022032, 5.393038372345984, 0.25988679952743676, 0.2957211604440017, 0.24697781472965888, 0.0007938708265587751, 3.505733972762249e-08]","[266.3712463378906, 1458.6766357421875, 128.64871215820312, 591.2836303710938, 855.8599853515625, 1381.160888671875, 929.9012451171875, 3.31475830078125]","[0.0011978312395513058, 2.6458311080932617, 4.394554138183594, 0.0058751231990754604, 0.04537392407655716, 0.0593317486345768, -2.7055210011894815e-05, -3.9181458078019205e-10]","[0.11554631970255999, 0.8017104356111967, 0.9114555713574715, 0.025286397014994594, 0.17162404495207095, 0.26870973442758483, -0.03812020803214812, -0.012501318833695223]"
772500,0.015759402886033058,"[0.0008905082941055298, 0.02620539627969265, 0.09471345692873001, 0.0037638815119862556, 0.0004584344569593668, 4.303111563785933e-05, 2.514569246159226e-07, 2.5890554411489575e-07]",11.273601531982422,"[0.7654203176498413, 30.003211975097656, 71.02371978759766, 4.600917339324951, 0.41914552450180054, 0.054129909723997116, 0.00011816024198196828, 4.476612957660109e-05]","[0.06789492386070212, 2.6613688527114103, 6.300002673157137, 0.4081142415999421, 0.03717938081390529, 0.00480147445077195, 1.0481144082195553e-05, 3.970880951362588e-06]","[859.5222778320312, 1144.924560546875, 749.8798828125, 1222.383056640625, 914.2776489257812, 1257.632568359375, 451.9300537109375, 166.47528076171875]","[-1.8594331741333008, 251.60098266601562, 767.8411254882812, -2.7758984565734863, 1.7900547981262207, 0.15593314170837402, 0.00012423090811353177, -3.823727456619963e-05]","[-0.2154854287655776, 0.7438440648756263, 0.9589705593174136, -0.05351757965726093, 0.378825157318146, 0.2555279705611519, 0.09326004220422057, -0.07576605965155592]"
773000,0.020790891721844673,"[0.0005873649497516453, 0.07045328617095947, 0.08623325824737549, 0.00805030670017004, 0.0008876681094989181, 0.00011435651686042547, 8.959294177657284e-07, 0.0]",8.28942584991455,"[0.3629477322101593, 49.7441291809082, 31.66518211364746, 4.92609977722168, 1.2421300411224365, 0.11470853537321091, 0.0005314687150530517, 1.6116628702173702e-13]","[0.04378442352722181, 6.000913703983609, 3.8199487741329965, 0.5942630848519453, 0.1498451236083185, 0.013837934912511866, 6.4114056229664e-05, 1.944239443596668e-14]","[617.9148559570312, 706.0582885742188, 367.20379638671875, 611.9137573242188, 1399.30224609375, 1002.9906005859375, 586.65576171875, 1.6116628103191033e-05]","[0.7411783933639526, 360.15167236328125, 178.83340454101562, 12.983451843261719, -3.333735704421997, 0.3402710556983948, 0.00037696841172873974, -1.5292630985326572e-14]","[0.2463509334222877, 0.8734119953147693, 0.681305983867938, 0.31795269922111313, -0.3237722698165285, 0.3578531321717084, 0.08556631003918322, 0.0]"
773500,0.02669050358235836,"[1.5703446479164995e-05, 0.029412884265184402, 0.13826102018356323, 0.04213991388678551, 0.003635257249698043, 5.896603033761494e-05, 2.868468982342165e-07, 0.0]",9.342954635620117,"[0.0031816805712878704, 16.055248260498047, 63.39613723754883, 43.756492614746094, 4.3628692626953125, 0.05907457694411278, 9.30222959141247e-05, 5.751296113616286e-14]","[0.0003405432965667711, 1.7184337168123707, 6.785448470000096, 4.683367769754975, 0.4669689014716849, 0.006322900971700142, 9.956410957993542e-06, 6.155757292976043e-15]","[202.48138427734375, 545.8574829101562, 458.52496337890625, 1038.3619384765625, 1200.15087890625, 1001.6709594726562, 313.367919921875, 5.751296157541219e-06]","[0.0018536365823820233, 48.39057159423828, 474.08746337890625, 175.8408966064453, 0.03259816765785217, -0.026972156018018723, -3.649161590146832e-05, 4.966880924020707e-15]","[0.062356793624706516, 0.32259637766048826, 0.8004080246496156, 0.43012347552039976, 0.0007997177763882331, -0.0488687018799583, -0.04198767244832695, 0.0]"
774000,0.003976673819124699,"[6.665592081844807e-05, 0.011423798277974129, 0.01590915396809578, 0.004245903342962265, 0.0001579646486788988, 8.050075848586857e-06, 1.860700876932242e-06, 3.7252898543727042e-09]",1.8848334550857544,"[0.026870746165513992, 10.54934024810791, 8.356072425842285, 7.8296966552734375, 0.17105251550674438, 0.004145224578678608, 0.0015397373354062438, 1.4686444274047972e-06]","[0.014256297336515312, 5.596961482004226, 4.4333213649702055, 4.154052250158733, 0.0907520582496038, 0.0021992524419034215, 0.0008169089588534443, 7.791905557714e-07]","[403.0657043457031, 923.4521484375, 525.2364501953125, 1844.0548095703125, 1082.78466796875, 514.291015625, 823.0804443359375, 107.00279998779297]","[0.004806327633559704, 15.972503662109375, 10.548957824707031, 1.9765040874481201, -0.08162737637758255, -0.00046360085252672434, 9.38758603297174e-05, -1.4733871012140298e-08]","[0.09489878758151536, 0.8032943544863635, 0.6697833984341033, 0.1339305950783024, -0.25318232913072614, -0.05933667132883207, 0.0323470222877026, -0.005322641551804127]"
774500,0.028438406065106392,"[0.00020286675135139376, 0.0036678542383015156, 0.15168043971061707, 0.07084671407938004, 0.0010610406752675772, 4.732360685011372e-05, 7.264256964845117e-07, 2.8684470976259036e-07]",11.133345603942871,"[0.08011993020772934, 3.8834969997406006, 49.2564697265625, 49.563018798828125, 0.9274045825004578, 0.03596053645014763, 0.0005199817824177444, 4.584913403959945e-05]","[0.007196392985353377, 0.3488167113365511, 4.424228931608693, 4.4517632490700185, 0.08329972099060841, 0.00322998474397599, 4.6704899040733365e-05, 4.118181153323938e-06]","[394.9192199707031, 1058.7896728515625, 324.7384033203125, 699.5809326171875, 874.0436401367188, 759.7252807617188, 706.0885620117188, 154.45494079589844]","[0.23669901490211487, 22.27387046813965, 483.33056640625, 485.0710754394531, 0.767851710319519, -0.06940487772226334, 0.0003599252668209374, 3.187181209796108e-05]","[0.2653567854193374, 0.5151658011215923, 0.8813639613188065, 0.8790669194307746, 0.07436737081456636, -0.17335570593539393, 0.06217252650476082, 0.0624381358206771]"
775000,0.004019367508590221,"[4.8806556151248515e-05, 0.0017518189270049334, 0.025325506925582886, 0.0031453995034098625, 0.0018353735795244575, 4.78453075629659e-05, 1.881270179637795e-07, 0.0]",4.79812479019165,"[0.02075810730457306, 2.646963596343994, 36.03071212768555, 3.833223581314087, 2.2247557640075684, 0.026214569807052612, 0.00012618704931810498, 1.397578719419812e-10]","[0.004326295836866703, 0.5516662679876375, 7.509332020988637, 0.7989003514768896, 0.4636719262815808, 0.005463503129522717, 2.6299242899237877e-05, 2.9127602564167337e-11]","[425.2267761230469, 1510.971435546875, 1422.703857421875, 1218.6722412109375, 1212.1475830078125, 547.7881469726562, 636.8997802734375, 0.013975786976516247]","[-0.011770286597311497, 3.450735569000244, 170.9353790283203, 6.982752323150635, 2.817288875579834, 0.0016350900987163186, -8.923374480218627e-06, -4.3266553534371255e-12]","[-0.1181755809944321, 0.2717015856588444, 0.9887524543474674, 0.37965659450574235, 0.26392315899864877, 0.012999522935017865, -0.014738143979664116, -0.006452150426842162]"
775500,0.026960399001836777,"[7.74981890572235e-05, 0.052699264138936996, 0.07875985652208328, 0.08349107950925827, 0.0006457769777625799, 9.420908099855296e-06, 3.01748116271483e-07, 0.0]",13.503491401672363,"[0.06946204602718353, 35.276824951171875, 24.967819213867188, 72.56367492675781, 0.7854189872741699, 0.004955347161740065, 0.0001350453676423058, 9.296778163926309e-14]","[0.005144006387753976, 2.612422513691752, 1.848989899810282, 5.373697273415603, 0.0581641416957468, 0.0003669678466360456, 1.0000774142425185e-05, 6.8847218007447565e-15]","[896.1898193359375, 669.398681640625, 317.011962890625, 869.1188354492188, 1216.2198486328125, 525.4368896484375, 433.1874084472656, 9.296778443967924e-06]","[0.21217086911201477, 363.84375, 192.12037658691406, 904.4038696289062, -1.8162659406661987, -0.009836612269282341, 5.13524673806387e-06, 2.843758621596734e-14]","[0.2261997453641137, 0.7637994773325031, 0.5698318842195707, 0.922990158966846, -0.17125054832290565, -0.14700272831836822, 0.0028160188115655457, 0.0]"
776000,0.01410580798983574,"[7.398676098091528e-05, 0.01127251423895359, 0.08999104797840118, 0.00860219169408083, 0.002856931649148464, 4.855310544371605e-05, 6.146713644739066e-07, 6.202484996720159e-07]",6.5698466300964355,"[0.0312570296227932, 21.014759063720703, 46.31087112426758, 11.652827262878418, 4.58280086517334, 0.037387385964393616, 0.0003881106968037784, 0.00015609005640726537]","[0.004757649817821454, 3.198668134420702, 7.049003383445467, 1.7736833017527187, 0.6975506618647004, 0.005690754757214907, 5.907454445372365e-05, 2.3758554072208865e-05]","[422.4107971191406, 1864.2459716796875, 514.6163330078125, 1354.633056640625, 1604.09326171875, 769.8721923828125, 621.3038330078125, 247.664306640625]","[0.007865287363529205, 10.416858673095703, 278.20098876953125, 43.83185577392578, 12.809289932250977, 0.036355748772621155, -0.00010336724517401308, -2.3637581762159243e-05]","[0.0383011363233056, 0.07544963195991178, 0.9143668818270054, 0.5725366841282468, 0.42544050757014445, 0.14801058017948487, -0.04053891288621327, -0.023050087334825553]"
776500,0.017322584986686707,"[7.264380110427737e-05, 0.006898599211126566, 0.12727056443691254, 0.0038354191929101944, 0.00045535442768596113, 4.7939967771526426e-05, 1.5459946212104114e-07, 0.0]",7.467421054840088,"[0.0292524341493845, 13.20876693725586, 49.02456283569336, 5.816885948181152, 0.3905545473098755, 0.06402541697025299, 7.238271791720763e-05, 5.139083603111771e-13]","[0.003917340931301071, 1.7688525717582857, 6.565126363661732, 0.7789685227955475, 0.05230112838712013, 0.008573966366708924, 9.693134669337014e-06, 6.882005936682544e-14]","[402.62774658203125, 1914.7000732421875, 385.1994934082031, 1516.619384765625, 857.6746826171875, 1335.2545166015625, 439.7506408691406, 5.139083441463299e-05]","[0.052621908485889435, 65.32827758789062, 355.7619323730469, 23.72787857055664, 1.0542917251586914, 0.1740012764930725, 5.1463794079609215e-05, 4.804796426179092e-13]","[0.24089841616225835, 0.6623206421814851, 0.9717959969528435, 0.5462578895886474, 0.36150013112306, 0.3639396548218165, 0.09521300546702999, 0.0]"
777000,0.019250061362981796,"[4.40245567006059e-05, 0.00041986192809417844, 0.1381622552871704, 0.014317287132143974, 0.0010444894433021545, 1.2388983122946229e-05, 1.8253906830523192e-07, 0.0]",3.874600887298584,"[0.025816094130277634, 0.3084656000137329, 26.377439498901367, 18.727642059326172, 1.2504464387893677, 0.008964845910668373, 8.801610965747386e-05, 1.1692186932185655e-12]","[0.0066629040980468335, 0.07961222561655858, 6.807782340981195, 4.833437715021868, 0.3227290952439732, 0.002313746930698394, 2.2716174444186354e-05, 3.017649371452444e-13]","[586.2689819335938, 734.6658935546875, 190.91636657714844, 1308.0430908203125, 1197.1728515625, 723.0307006835938, 457.1337890625, 0.00011692186672007665]","[-0.004374281503260136, 0.33579885959625244, 80.55464935302734, 39.156982421875, 0.05434351786971092, 0.0028660488314926624, -8.516701200278476e-06, -1.993475642805137e-13]","[-0.043730980894010285, 0.2809606536651583, 0.7881901485253344, 0.539633798144592, 0.011216456618020907, 0.08251136708860131, -0.02497366423685976, -0.04400360016937027]"
777500,0.010669589973986149,"[2.4070192012004554e-05, 0.011662707664072514, 0.04815904051065445, 0.024412397295236588, 0.0009960581082850695, 0.0001013478176901117, 1.0840433333214605e-06, 9.313223081619526e-09]",3.3112263679504395,"[0.007841925136744976, 13.193464279174805, 19.24131202697754, 15.832262992858887, 0.976951539516449, 0.0688730850815773, 0.0005735738668590784, 3.862958237732528e-06]","[0.002368284214165315, 3.9844646101139882, 5.810932231397818, 4.781389501515306, 0.2950422082200184, 0.0207998721404867, 0.0001732209771010326, 1.166624630415587e-06]","[325.6587219238281, 1131.2513427734375, 399.5367736816406, 648.5335083007812, 980.8079223632812, 679.50439453125, 524.269775390625, 200.0162353515625]","[-0.0018218167824670672, 7.050295829772949, 47.266571044921875, 33.86779022216797, -0.46679747104644775, -0.002258489141240716, -2.716032940952573e-05, -4.116828051792254e-07]","[-0.07016057420386577, 0.16138368319911167, 0.7418746704252749, 0.6460334330825718, -0.14430008972303432, -0.009903292307520127, -0.01430068383882209, -0.032185024445031477]"
778000,0.015212186612188816,"[8.177809650078416e-05, 0.002961004851385951, 0.04634292423725128, 0.07192102074623108, 0.00036257057217881083, 2.809715260809753e-05, 1.024454547859932e-07, 0.0]",10.208331108093262,"[0.04414040967822075, 5.555593013763428, 39.75453567504883, 64.1878433227539, 0.32967281341552734, 0.026508396491408348, 5.211480311118066e-05, 2.068671067778638e-10]","[0.00432395944163937, 0.544221475081162, 3.8943227109405822, 6.287790104286995, 0.03229448672116048, 0.002596741446835736, 5.105124682903707e-06, 2.0264537326170542e-11]","[539.6923828125, 1876.2462158203125, 857.8338012695312, 892.4767456054688, 909.2401123046875, 943.1192626953125, 463.4674072265625, 0.020686710253357887]","[0.02960018441081047, -0.5409896373748779, 261.94512939453125, 572.239990234375, 0.013812347315251827, -0.007399990223348141, -2.6135721782338805e-06, 1.98540586748841e-10]","[0.06569061217759327, -0.009539020348275029, 0.6454593469760195, 0.8733145035904093, 0.004104210318525228, -0.0273459452638271, -0.004912681955527505, 0.09401629068255635]"
778500,0.052920471876859665,"[0.00012670873547904193, 0.12198546528816223, 0.19661471247673035, 0.10123853385448456, 0.0033904132433235645, 7.785474736010656e-06, 1.4714888152411731e-07, 0.0]",26.420459747314453,"[0.0373651422560215, 76.68832397460938, 102.60842895507812, 85.54244232177734, 5.455539226531982, 0.004465835634618998, 4.9382157158106565e-05, 1.614544498096393e-09]","[0.0014142502671559126, 2.902611260669091, 3.883673105480608, 3.2377348138490447, 0.20648918598346946, 0.00016902944450362692, 1.8690877308872753e-06, 6.11096291865438e-11]","[294.86676025390625, 628.6676635742188, 521.8756103515625, 844.959228515625, 1609.1026611328125, 572.8754272460938, 314.238037109375, 0.1614544540643692]","[0.3112312853336334, 1586.634765625, 2297.06494140625, 1733.306640625, -32.982418060302734, -0.00997114833444357, -0.00012519342999439687, -4.765191352618103e-09]","[0.3152653460059712, 0.7830821944368328, 0.8473246966017552, 0.7669258646933643, -0.22882550990386832, -0.08450882661125318, -0.09595577343590893, -0.11170946075985166]"
